source,filename,gender,race,type,age,leaf
E:\aninovel\input_images\row032_col18_female.png,row032_col18_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row032_col19_female.png,row032_col19_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row042_col04_female.png,row042_col04_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row042_col05_female.png,row042_col05_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row042_col06_female.png,row042_col06_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row042_col10_female.png,row042_col10_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row042_col13_female.png,row042_col13_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row042_col19_female.png,row042_col19_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row044_col18_female.png,row044_col18_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row052_col04_female.png,row052_col04_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row052_col09_female.png,row052_col09_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row052_col11_female.png,row052_col11_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row052_col14_female.png,row052_col14_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row052_col18_female.png,row052_col18_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row054_col02_female.png,row054_col02_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row054_col13_female.png,row054_col13_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row058_col02_female.png,row058_col02_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row062_col09_female.png,row062_col09_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row062_col14_female.png,row062_col14_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row062_col20_female.png,row062_col20_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row082_col02_female.png,row082_col02_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row082_col04_female.png,row082_col04_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row082_col05_female.png,row082_col05_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row082_col10_female.png,row082_col10_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row082_col11_female.png,row082_col11_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row084_col02_female.png,row084_col02_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row084_col07_female.png,row084_col07_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row084_col18_female.png,row084_col18_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row092_col04_female.png,row092_col04_female.png,Female,White,RetroManga,Adult,Female\White_RetroManga\Adult
E:\aninovel\input_images\row002_col03_female.png,row002_col03_female.png,Female,Asian,RetroManga,Adult,Female\Asian_RetroManga\Adult
E:\aninovel\input_images\row002_col04_female.png,row002_col04_female.png,Female,Asian,RetroManga,Adult,Female\Asian_RetroManga\Adult
E:\aninovel\input_images\row002_col06_female.png,row002_col06_female.png,Female,Asian,RetroManga,Adult,Female\Asian_RetroManga\Adult
E:\aninovel\input_images\row002_col16_female.png,row002_col16_female.png,Female,Asian,RetroManga,Adult,Female\Asian_RetroManga\Adult
E:\aninovel\input_images\row012_col06_female.png,row012_col06_female.png,Female,Asian,RetroManga,Adult,Female\Asian_RetroManga\Adult
E:\aninovel\input_images\row022_col02_female.png,row022_col02_female.png,Female,Asian,RetroManga,Adult,Female\Asian_RetroManga\Adult
E:\aninovel\input_images\row042_col18_female.png,row042_col18_female.png,Female,Asian,RetroManga,Adult,Female\Asian_RetroManga\Adult
E:\aninovel\input_images\row062_col04_female.png,row062_col04_female.png,Female,Asian,RetroManga,Adult,Female\Asian_RetroManga\Adult
E:\aninovel\input_images\row092_col11_female.png,row092_col11_female.png,Female,Asian,RetroManga,Adult,Female\Asian_RetroManga\Adult
E:\aninovel\input_images\row092_col18_female.png,row092_col18_female.png,Female,Asian,RetroManga,Adult,Female\Asian_RetroManga\Adult
E:\aninovel\input_images\row094_col11_female.png,row094_col11_female.png,Female,Asian,RetroManga,Adult,Female\Asian_RetroManga\Adult
E:\aninovel\input_images\row002_col05_female.png,row002_col05_female.png,Female,White,RetroManga,Teen,Female\White_RetroManga\Teen
E:\aninovel\input_images\row002_col07_female.png,row002_col07_female.png,Female,White,Pastel,YoungAdult,Female\White_Pastel\YoungAdult
E:\aninovel\input_images\row010_col12_female.png,row010_col12_female.png,Female,White,Pastel,YoungAdult,Female\White_Pastel\YoungAdult
E:\aninovel\input_images\row020_col01_female.png,row020_col01_female.png,Female,White,Pastel,YoungAdult,Female\White_Pastel\YoungAdult
E:\aninovel\input_images\row020_col13_female.png,row020_col13_female.png,Female,White,Pastel,YoungAdult,Female\White_Pastel\YoungAdult
E:\aninovel\input_images\row020_col17_female.png,row020_col17_female.png,Female,White,Pastel,YoungAdult,Female\White_Pastel\YoungAdult
E:\aninovel\input_images\row030_col06_female.png,row030_col06_female.png,Female,White,Pastel,YoungAdult,Female\White_Pastel\YoungAdult
E:\aninovel\input_images\row030_col10_female.png,row030_col10_female.png,Female,White,Pastel,YoungAdult,Female\White_Pastel\YoungAdult
E:\aninovel\input_images\row040_col19_female.png,row040_col19_female.png,Female,White,Pastel,YoungAdult,Female\White_Pastel\YoungAdult
E:\aninovel\input_images\row002_col10_female.png,row002_col10_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row004_col05_female.png,row004_col05_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row004_col07_female.png,row004_col07_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row004_col09_female.png,row004_col09_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row004_col11_female.png,row004_col11_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row004_col17_female.png,row004_col17_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row004_col18_female.png,row004_col18_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row012_col01_female.png,row012_col01_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row012_col02_female.png,row012_col02_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row014_col01_female.png,row014_col01_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row014_col02_female.png,row014_col02_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row014_col07_female.png,row014_col07_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row014_col11_female.png,row014_col11_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row014_col13_female.png,row014_col13_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row014_col20_female.png,row014_col20_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row022_col07_female.png,row022_col07_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row022_col16_female.png,row022_col16_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row024_col07_female.png,row024_col07_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row024_col08_female.png,row024_col08_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row024_col15_female.png,row024_col15_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row024_col16_female.png,row024_col16_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row024_col17_female.png,row024_col17_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row024_col20_female.png,row024_col20_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row028_col17_female.png,row028_col17_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row032_col03_female.png,row032_col03_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row032_col07_female.png,row032_col07_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row034_col01_female.png,row034_col01_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row034_col03_female.png,row034_col03_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row034_col04_female.png,row034_col04_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row034_col07_female.png,row034_col07_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row034_col09_female.png,row034_col09_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row034_col13_female.png,row034_col13_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row034_col15_female.png,row034_col15_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row034_col16_female.png,row034_col16_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row042_col02_female.png,row042_col02_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row044_col02_female.png,row044_col02_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row044_col03_female.png,row044_col03_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row044_col05_female.png,row044_col05_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row044_col08_female.png,row044_col08_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row044_col13_female.png,row044_col13_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row044_col14_female.png,row044_col14_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row044_col15_female.png,row044_col15_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row044_col16_female.png,row044_col16_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row044_col19_female.png,row044_col19_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row044_col20_female.png,row044_col20_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row054_col01_female.png,row054_col01_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row054_col05_female.png,row054_col05_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row054_col09_female.png,row054_col09_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row054_col10_female.png,row054_col10_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row054_col19_female.png,row054_col19_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row082_col03_female.png,row082_col03_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row082_col06_female.png,row082_col06_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row082_col12_female.png,row082_col12_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row082_col17_female.png,row082_col17_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row082_col20_female.png,row082_col20_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col01_female.png,row084_col01_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col03_female.png,row084_col03_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col04_female.png,row084_col04_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col05_female.png,row084_col05_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col08_female.png,row084_col08_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col10_female.png,row084_col10_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col11_female.png,row084_col11_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col12_female.png,row084_col12_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col13_female.png,row084_col13_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col16_female.png,row084_col16_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col19_female.png,row084_col19_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row084_col20_female.png,row084_col20_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row092_col05_female.png,row092_col05_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row092_col12_female.png,row092_col12_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row092_col14_female.png,row092_col14_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row094_col07_female.png,row094_col07_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row094_col16_female.png,row094_col16_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row098_col10_female.png,row098_col10_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row098_col15_female.png,row098_col15_female.png,Female,White,Anime,YoungAdult,Female\White_Anime\YoungAdult
E:\aninovel\input_images\row002_col12_female.png,row002_col12_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row002_col13_female.png,row002_col13_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row002_col19_female.png,row002_col19_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row002_col20_female.png,row002_col20_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row018_col02_female.png,row018_col02_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row018_col07_female.png,row018_col07_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row018_col08_female.png,row018_col08_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row018_col09_female.png,row018_col09_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row018_col11_female.png,row018_col11_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row018_col12_female.png,row018_col12_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row018_col13_female.png,row018_col13_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row018_col18_female.png,row018_col18_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row022_col18_female.png,row022_col18_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row022_col20_female.png,row022_col20_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row028_col04_female.png,row028_col04_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row028_col12_female.png,row028_col12_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row028_col14_female.png,row028_col14_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row028_col19_female.png,row028_col19_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row032_col02_female.png,row032_col02_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row032_col04_female.png,row032_col04_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row032_col06_female.png,row032_col06_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row032_col16_female.png,row032_col16_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row032_col20_female.png,row032_col20_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row038_col04_female.png,row038_col04_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row038_col11_female.png,row038_col11_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row042_col08_female.png,row042_col08_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row042_col09_female.png,row042_col09_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row042_col14_female.png,row042_col14_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row042_col16_female.png,row042_col16_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row042_col20_female.png,row042_col20_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row048_col07_female.png,row048_col07_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row048_col09_female.png,row048_col09_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row048_col18_female.png,row048_col18_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row052_col07_female.png,row052_col07_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row052_col08_female.png,row052_col08_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row052_col15_female.png,row052_col15_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row052_col17_female.png,row052_col17_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row052_col19_female.png,row052_col19_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row052_col20_female.png,row052_col20_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row058_col13_female.png,row058_col13_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row062_col13_female.png,row062_col13_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row082_col01_female.png,row082_col01_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row082_col07_female.png,row082_col07_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row082_col08_female.png,row082_col08_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row082_col09_female.png,row082_col09_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row082_col13_female.png,row082_col13_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row082_col14_female.png,row082_col14_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row082_col15_female.png,row082_col15_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row082_col18_female.png,row082_col18_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row082_col19_female.png,row082_col19_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row088_col03_female.png,row088_col03_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row094_col06_female.png,row094_col06_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row098_col12_female.png,row098_col12_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row098_col18_female.png,row098_col18_female.png,Female,White,RetroManga,YoungAdult,Female\White_RetroManga\YoungAdult
E:\aninovel\input_images\row002_col15_female.png,row002_col15_female.png,Female,White,Anime,Teen,Female\White_Anime\Teen
E:\aninovel\input_images\row004_col14_female.png,row004_col14_female.png,Female,White,Anime,Teen,Female\White_Anime\Teen
E:\aninovel\input_images\row022_col12_female.png,row022_col12_female.png,Female,White,Anime,Teen,Female\White_Anime\Teen
E:\aninovel\input_images\row002_col17_female.png,row002_col17_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row006_col03_female.png,row006_col03_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row006_col17_female.png,row006_col17_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row006_col19_female.png,row006_col19_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row008_col01_female.png,row008_col01_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row008_col02_female.png,row008_col02_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row008_col11_female.png,row008_col11_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row008_col12_female.png,row008_col12_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row008_col18_female.png,row008_col18_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row010_col04_female.png,row010_col04_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row010_col05_female.png,row010_col05_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row010_col11_female.png,row010_col11_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row010_col13_female.png,row010_col13_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row010_col16_female.png,row010_col16_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row010_col18_female.png,row010_col18_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row010_col19_female.png,row010_col19_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row016_col01_female.png,row016_col01_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row016_col07_female.png,row016_col07_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row016_col10_female.png,row016_col10_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row016_col11_female.png,row016_col11_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row016_col16_female.png,row016_col16_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row016_col17_female.png,row016_col17_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row018_col14_female.png,row018_col14_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row018_col17_female.png,row018_col17_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row018_col19_female.png,row018_col19_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row018_col20_female.png,row018_col20_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row020_col02_female.png,row020_col02_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row020_col03_female.png,row020_col03_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row020_col05_female.png,row020_col05_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row020_col09_female.png,row020_col09_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row020_col11_female.png,row020_col11_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row020_col19_female.png,row020_col19_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row020_col20_female.png,row020_col20_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
E:\aninovel\input_images\row026_col01_female.png,row026_col01_female.png,Female,White,Painterly,YoungAdult,Female\White_Painterly\YoungAdult
